-28.645,6.5714,2,-33.123,1
3.4987,4.3059,2,63.563,1
4.5036,6.0807,2,62.065,1
0.55759,3.4162,2,60.577,1
7.7342,10.399,2,85.545,1
7.2443,8.779,2,74.951,1
6.227,11.922,2,61.093,1
10.503,8.2052,2,72.629,1
8.7074,9.3876,2,65.088,1
4.8556,6.1426,2,66.114,1
6.7669,8.6119,2,83.316,1
5.341,6.413,2,71.553,1
5.4543,7.7915,2,75.88,1
-7.1045,4.7383,2,9.5174,1
-14.517,0.25489,2,6.7291,1
-5.5287,8.0026,2,7.366,1
5.252,6.7534,2,54.445,1
1.2261,3.4748,2,62.267,1
-1.3023,5.2422,1,56.39,1
6.5344,10.506,2,62.659,1
11.921,12.234,2,76.183,1
4.1376,9.3389,2,58.072,1
5.9437,5.3338,2,73.668,1
5.1578,8.6621,2,53.767,1
5.2958,9.128,2,64.42,1
-23.85,5.9481,1,-27.675,1
-23.692,6.5394,1,-21.496,1
9.0138,13.763,2,72.359,1
8.431,12.698,2,67.755,1
9.8027,9.4928,2,73.155,1
10.891,12.49,2,92.501,1
6.8605,10.759,2,59.272,1
7.5519,10.652,2,78.511,1
3.5929,4.6523,2,80.75,1
4.4783,5.6316,2,79.33,1
3.991,6.2269,2,78.257,1
-21.081,2.5647,1,-29.653,0
-21.698,2.8836,1,-31.852,0
-20.387,1.4632,1,-28.387,0
-15.335,1.3108,1,-19.157,0
-14.848,3.5717,1,-12.511,0
-16.145,1.9812,1,-18.39,0
-15.629,1.592,1,-11.545,0
-13.377,3.8789,1,-6.9927,0
-19.892,-0.2142,1,-24.225,0
-15.403,2.1801,1,-13.343,0
-17.622,0.29035,1,-20.052,0
-12.967,3.0279,1,-9.0097,0
-14.262,2.9692,1,-23.424,1
-20.225,2.6148,2,-32.442,1
-16.426,4.2392,2,-20.461,1
5.8445,7.5524,2,56.108,1
5.6962,6.517,2,66.887,1
5.4054,8.9459,2,42.034,1
3.2445,7.9996,2,41.923,1
2.8528,9.0785,2,47.935,1
4.0436,8.7458,2,36.378,1
7.7356,7.2425,2,64.669,1
7.6009,7.4807,2,68.9,1
8.3198,9.3665,2,70.679,1
6.7931,5.997,2,59.655,1
6.0753,6.991,2,48.355,1
7.1883,6.8498,2,63.913,1
-0.35695,5.3392,2,55.974,1
2.5531,7.34,2,63.879,1
1.2011,4.9893,2,66.953,1
7.6193,4.9712,1,113.06,1
13.165,12.323,2,99.425,1
13.137,13.563,1,96.599,1
12.309,14.329,1,69.671,1
11.428,6.593,2,107.84,1
9.9724,5.8652,2,112.57,1
7.9984,8.1747,2,102.3,1
9.2622,6.5423,1,112.36,1
8.9047,8.0963,2,118.8,1
10.949,6.3058,2,118.52,1
-3.7437,5.2889,2,51.195,1
-3.0932,7.1817,2,28.089,1
-4.3207,6.9749,2,32.649,1
0.15303,6.1536,2,71.822,1
-0.95879,4.9846,2,65.596,1
5.663,10.789,2,66.476,1
1.6825,9.2472,1,76.45,1
7.2862,11.759,2,101.61,1
9.0064,9.0529,2,101.02,1
8.7044,11.118,2,110.69,1
4.4205,9.2415,2,72.145,1
6.6848,10.597,2,93.625,1
2.7179,5.2576,2,95.462,1
-2.1457,5.8102,2,64.144,1
6.7804,7.6028,2,101.48,1
-5.4821,13.741,2,-13.889,1
-5.7161,15.066,1,-20.226,1
-10.417,14.089,1,-23.747,1
13.986,15.79,2,68.391,1
13.583,14.203,2,74.317,1
15.108,15.414,2,69.182,1
15.371,16.231,2,73.857,1
14.534,16.366,2,81.628,1
13.492,16.227,2,79.264,1
12.788,10.754,2,73.473,1
10.825,11.998,2,77.729,1
9.7547,11.233,2,71.639,1
17.699,17.782,2,74.132,1
14.459,16.475,2,84.5,1
-6.6201,3.9184,2,-5.7698,0
-9.6417,3.5957,2,-10.334,0
-9.1639,2.5282,2,-3.8867,0
-4.9146,2.2927,2,33.528,0
-4.7772,3.7234,2,21.762,0
-7.2612,3.5132,1,12.932,0
-5.9008,4.441,1,14.767,0
-3.7309,4.6203,1,16.225,0
-7.4982,4.4517,1,13.138,0
-4.0447,3.6184,1,14.277,0
-1.8338,4.1119,1,33.629,0
-2.3002,4.7393,1,28.104,0
-5.1462,1.9164,2,30.483,0
-5.0486,3.9401,1,14.165,0
-4.424,2.7422,2,32.898,0
-22.23,2.8684,1,-50.448,0
-24.631,2.0907,1,-49.708,0
-22.285,2.8608,1,-48.159,0
-22.021,0.052194,1,-40.051,0
-18.785,1.6884,1,-30.184,0
-18.066,1.4794,1,-28.932,0
-18.371,4.0732,1,-27.892,0
-23.012,2.0625,1,-27.556,0
-21.915,2.952,1,-22.321,0
-24.02,4.2598,1,-36.309,0
-20.375,3.7027,1,-19.849,0
-21.038,4.2556,1,-26.435,0
-21.904,2.1071,1,-34.16,0
-19.089,3.7794,1,-20.146,0
-18.055,3.7041,1,-27.008,0
-20.94,3.7036,2,-20.139,0
-25.219,1.2079,2,-25.144,0
-21.035,1.2977,2,-21.307,0
6.2916,9.4463,2,76.969,0
4.9666,11.609,2,83.587,0
5.1798,9.5876,2,75.765,0
-1.2268,0.2419,2,63.169,0
-3.4421,-1.6427,2,51.577,0
-2.1271,1.657,2,50.353,0
0.89737,1.8232,2,70.192,0
0.14873,2.2224,2,62.015,0
-2.3848,1.4866,2,60.588,0
-2.1643,11.11,2,2.1316,1
-5.3254,10.718,2,9.8774,1
6.2665,10.588,2,71.484,1
5.3409,11.524,2,75.304,1
5.7472,10.536,2,74.433,1
8.744,16.413,2,81.184,1
8.2074,14.747,2,97.285,1
11.549,16.785,2,102.52,1
9.0844,12.619,2,99.962,1
9.4388,14.585,2,106.12,1
8.3452,13.905,2,85.153,1
8.3971,12.571,2,91.537,1
-24.188,4.8563,2,-16.55,1
-22.671,4.9127,2,-14.742,1
-22.966,4.6377,2,-13.53,1
14.149,10.539,1,91.875,1
10.611,10.425,2,88.598,1
10.922,11.317,2,85.295,1
12.327,14.591,1,94.025,1
11.377,14.944,1,90.458,1
12.285,13.94,2,98.178,1
14.959,15.092,1,111.78,1
14.581,14.986,2,115.91,1
14.374,14.753,1,116.66,1
11.654,9.2919,2,101.78,1
9.9761,11.038,1,100.57,1
12.477,9.5641,2,99.04,1
-22.66,3.1158,1,-34.682,0
-15.725,5.0303,1,-20.987,0
-21.138,2.8139,1,-26.537,0
-16.017,3.8369,1,-8.7123,0
-20.514,0.01579,1,-18.879,0
-18.731,3.4638,1,-12.641,0
-18.537,1.0377,1,-20.857,0
-22.51,-0.45237,1,-30.012,0
-20.259,-0.38546,1,-19.879,0
-15.365,7.5956,1,-2.7473,0
-18.486,3.4345,1,-16.113,0
-17.766,5.6748,1,-9.8403,0
-16.495,4.7562,1,-11.169,0
-13.833,6.9412,1,0.1074,0
-14.383,5.7029,1,-5.9785,0
-7.692,9.3213,2,-18.537,0
-8.1774,13.646,2,-15.236,0
-6.1469,14.013,1,-19.715,0
-20.386,0.94552,1,-17.139,0
-4.7636,11.545,1,-15.771,0
10.708,14.964,2,43.524,0
7.8186,16.001,1,26.507,0
5.7534,13.628,1,17.157,0
-10.056,9.0172,1,-32.077,0
-8.6463,9.2915,1,-22.38,0
-7.382,9.8715,1,-24.873,0
-8.888,12.252,1,-25.883,0
-8.7618,11.762,1,-24.776,0
-9.8322,11.547,1,-27.21,0
-27.121,0.11712,1,-43.584,0
-26.209,1.6349,1,-44.356,0
-27.754,3.3431,2,-40.2,0
-18.404,2.3036,1,-29.115,0
-17.571,1.1731,1,-15.201,0
-22.404,3.4157,1,-36.182,0
-20.096,4.5698,1,-26.207,0
-23.559,4.6189,1,-32.719,0
-18.155,6.4435,1,-29.468,0
-20.489,8.4551,1,-25.245,0
-18.249,3.0122,1,-34.341,0
-16.833,5.5613,1,-23.776,0
-14.206,5.7273,1,-15.44,0
-25.073,1.374,2,-13.28,1
-25.965,2.2503,1,-19.423,1
-27.549,1.2551,1,-24.987,1
3.5738,8.9188,2,73.414,1
1.9374,7.4876,2,77.63,1
3.8072,8.3592,2,70.763,1
5.7477,11.52,1,77.34,1
4.1532,9.8528,1,66.216,1
4.5,9.6247,1,69.277,1
5.6171,7.9105,2,87.403,1
8.069,10.706,1,90.669,1
4.4644,7.9921,2,83.769,1
4.4793,8.5728,2,81.138,1
6.3301,9.5375,2,85.393,1
3.8145,5.1195,2,76.904,1
4.438,7.658,2,75.506,1
3.8562,5.271,2,79.352,1
8.1884,11.889,2,67.543,1
7.6092,10.998,2,80.364,1
7.2677,11.923,2,80.049,1
8.7769,8.7948,2,98.936,1
7.8218,9.095,2,100.08,1
8.4981,10.59,2,85.961,1
5.0981,6.7661,1,71.123,1
4.8424,5.3957,2,84.92,1
-6.7607,4.3965,2,-5.5514,1
-10.434,0.57641,2,-4.5115,1
-8.4358,2.3708,2,2.9066,1
4.2249,5.3601,2,58.182,1
5.5732,7.2052,2,71.51,1
3.5871,6.2959,2,58.588,1
-0.24772,4.6702,2,46.778,1
4.4924,6.9912,2,50.695,1
3.3258,4.8369,2,62.699,1
5.8029,7.2216,2,53.478,1
4.8128,6.5465,2,55.822,1
5.3089,7.3376,2,62.823,1
5.3477,5.4979,2,55.17,1
5.4321,8.6656,2,74.903,1
0.75705,3.2758,2,68.789,1
-4.9311,6.6073,2,28.293,1
-1.0168,10.325,2,28.798,1
-0.65824,8.3936,2,28.888,1
1.9848,7.339,2,72.879,1
4.0184,10.945,2,67.932,1
1.4286,8.394,2,74.498,1
-1.6003,7.5184,1,63.004,1
-2.0229,8.2137,1,65.755,1
-2.008,7.4324,1,75.295,1
1.4915,6.7164,2,93.462,1
2.4738,5.3038,1,87.185,1
3.9081,10.703,2,76.376,1
3.4143,10.073,2,84.025,1
1.3401,9.3795,1,91.631,1
-20.956,4.5519,1,-23.468,1
-22.058,3.0959,1,-41.229,1
-22.948,0.76467,1,-29.593,1
-24.027,0.28524,1,-25.082,1
-20.395,1.651,1,-24.889,1
2.1174,6.3147,1,83.842,1
1.5969,7.7103,1,80.612,1
1.7852,6.5876,2,91.888,1
4.1393,8.0223,2,95.624,1
1.6374,6.6334,1,71.06,1
-26.148,-3.3378,1,-40.8,1
-23.369,1.2971,1,-36.24,1
-21.494,2.7125,1,-31.004,1
1.0303,7.0658,1,44.954,0
-2.5064,5.1347,2,13.195,0
0.28591,6.8483,1,32.802,0
3.1319,10.774,1,38.549,0
1.6947,10.052,1,52.081,0
-8.2083,7.156,1,-3.4953,0
-3.6107,7.8881,2,20.6,0
-5.9882,8.4885,1,7.6455,0
2.7071,6.2162,1,47.12,0
1.9746,7.5759,1,46.059,0
2.598,5.5126,1,64.275,0
